Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDH52,9.42,regular,0.044151435,Syriameal,Frozen Foods,61.5194,03/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,866.8716
FDZ38,17.6,low fat,0.008001018,Muralcell,Dairy,170.4422,27/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752
FDF12,8.235,low fat,0.0828941,Coynow,Baking Goods,149.3076,26/01/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1921.4988
NCE06,13.3847365,low fat,0.091042211,Vuggypelf,Household,162.6894,27/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304
FDO45,13.15,regular,0.038011783,Fewcad,Snack Foods,89.6856,21/03/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
NCS18,12.65,low fat,0.042296724,Reeksmisc,Household,106.3938,07/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3751.783
NCE54,20.7,low fat,0.02695441,Chaoszulu,Household,73.2354,24/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1504.708
FDB50,13,low fat,0.153930108,Girthbrin,Canned,76.7986,19/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2648.5524
FDZ20,16.1,low fat,0.034376537,Humorvane,Fruits and Vegetables,256.1356,25/03/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,6358.39
FDB11,16,low fat,0.060971431,Muralcell,Starchy Foods,226.2404,25/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4725.8484
FDU22,12.35,low fat,0.066850223,Ifsgun,Snack Foods,118.9124,25/11/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3199.8348
FDY48,14,low fat,0.023831558,Hadjiprom,Baking Goods,103.1332,29/04/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.1308
NCP30,20.5,low fat,0.032762495,Micronard,Household,40.0822,19/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304
FDD08,8.3,low fat,0.035347676,Coynow,Fruits and Vegetables,38.0506,24/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084
NCG42,19.2,low fat,0.041291929,Dampswiny,Household,130.131,11/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648
NCT30,9.1,low fat,0.080747059,Lovdom,Household,46.9718,15/01/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,850.8924
FDT37,14.15,low fat,0.035240817,Borestabs,Canned,255.5014,04/05/2017,OUT013,1987,High,Tier 3,Supermarket Type1,5355.0294
FDU04,7.93,low fat,0.005557062,Vuggypelf,Frozen Foods,122.1414,02/05/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936
NCH30,17.1,low fat,0.067154053,Vuggypelf,Household,114.386,30/04/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046
DRG37,16.2,low fat,0.019362306,Floatchug,Soft Drinks,154.6972,10/06/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
FDS13,6.465,low fat,0.124506117,Aportzeds,Canned,264.7884,20/09/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376
FDQ47,7.155,regular,0.168871496,Soughscop,Breads,34.3874,28/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606
FDY26,20.6,regular,0.030504756,Ileumshun,Dairy,212.6244,05/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148
FDB14,20.25,regular,0.103142373,Randymeri,Canned,94.612,02/11/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.484
FDV45,12.98787955,low fat,0.078872251,Booelf,Snack Foods,189.5556,22/09/2017,OUT019,1985,Small,Tier 1,Grocery Store,1126.5336
FDR23,15.85,low fat,0.082120687,Lexlee,Breads,177.437,31/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984
NCS29,9,low fat,0.069487587,Betuhs,Health and Hygiene,266.6884,20/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3974.826
FDK33,12.98787955,low fat,0.011180843,Dampswiny,Snack Foods,213.456,30/01/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12
FDW24,12.27710821,low fat,0.037315469,Volfig,Baking Goods,50.0034,29/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394
FDR08,18.7,low fat,0.037835765,Midnam,Fruits and Vegetables,111.1886,15/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2334.9606
FDB45,20.85,low fat,0.021312043,Soughscop,Fruits and Vegetables,104.9306,07/09/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2299.6732
FDW32,18.35,regular,0.094218363,Muralcell,Fruits and Vegetables,83.9882,23/09/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1202.4348
FDN21,18.6,low fat,0.076841095,Midnam,Snack Foods,162.2236,29/11/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248
FDH56,9.8,regular,0.063805139,Flufur,Fruits and Vegetables,117.3492,16/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,810.9444
FDQ07,15.1,regular,0.087542757,Vuggypelf,Fruits and Vegetables,219.8456,28/06/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189.2768
FDU58,12.98787955,regular,0.028871235,Piperfide,Snack Foods,188.7898,13/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057.9878
FDK36,7.09,low fat,0.00720931,Volfig,Baking Goods,48.1034,07/02/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1069.2748
NCG18,13.3847365,low fat,0.02286663,Reeksmisc,Household,102.8332,14/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964
FDQ26,13.4260689,regular,0.067543727,Humorvane,Dairy,57.2562,12/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967
DRL47,11.40032787,low fat,0.038549197,Cspkit,Hard Drinks,127.5362,22/07/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896
DRJ11,9.5,low fat,0.064942556,Lyerut,Hard Drinks,188.9872,01/11/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1323.6104
FDB41,19,regular,0.097709541,Ileumshun,Frozen Foods,48.6718,06/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334
NCA06,20.5,low fat,0.143283608,Loresgunk,Household,37.919,19/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,183.095
NCZ41,19.85,low fat,0.064551885,Humorvane,Health and Hygiene,125.2704,26/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2127.8968
NCD54,21.1,low fat,0.029173031,Volfig,Household,145.7786,25/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1444.786
FDM34,12.98787955,low fat,0.067120954,Vuggypelf,Snack Foods,132.9626,31/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065
FDL57,15.1,regular,0.067020992,Cantouniv,Snack Foods,260.3304,26/02/2018,OUT013,1987,High,Tier 3,Supermarket Type1,5424.9384
NCD30,19.7,low fat,0.026826919,Quaext,Household,98.7726,31/08/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1859.5794
FDH17,16.2,regular,0.01665334,Lyerut,Frozen Foods,97.3726,09/10/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.3246
FDD57,18.1,low fat,0.022395357,Piperfide,Fruits and Vegetables,96.5094,10/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.9316
FDC58,10.195,low fat,0.042113173,Midnam,Snack Foods,42.5428,23/01/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,878.856
FDX47,6.55,regular,0.034604343,Chaoszulu,Breads,157.8288,19/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.0608
FDC50,15.85,low fat,0.136774734,Wpmtov,Canned,94.4094,19/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1428.141
NCS53,13.14231395,low fat,0.089343433,Booelf,Health and Hygiene,157.3604,12/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.4952
FDY13,12.1,low fat,0.030250132,Rantsknox,Canned,75.267,15/07/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,612.536
FDP44,16.5,regular,0.079698503,Hahlee,Fruits and Vegetables,100.6332,23/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1537.998
FDH60,12.27710821,regular,0.141360118,Vuggypelf,Baking Goods,197.311,30/10/2018,OUT019,1985,Small,Tier 1,Grocery Store,392.822
FDR02,16.7,low fat,0.036933417,Dampswiny,Dairy,109.1886,21/12/2017,OUT010,1998,Small,Tier 3,Grocery Store,222.3772
FDK48,12.27710821,low fat,0.037449987,Midnam,Baking Goods,76.7354,06/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7098
FDO24,11.1,low fat,0.294948897,Betuhs,Baking Goods,159.0604,31/08/2018,OUT010,1998,Small,Tier 3,Grocery Store,792.302
FDE20,11.35,regular,0.005525913,Hadjiprom,Fruits and Vegetables,168.279,29/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906
FDM04,9.195,regular,0.04712061,Ileumshun,Frozen Foods,53.1666,15/12/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,768.999
NCH07,13.3847365,low fat,0.162248011,Randymeri,Household,160.4604,19/09/2017,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
DRP35,18.85,low fat,0.090867297,Aportzeds,Hard Drinks,127.3336,10/05/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416
FDO11,8,regular,0.030264897,Ileumshun,Breads,250.3092,15/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.2484
NCM30,19.1,low fat,0.067295406,Dreamcoma,Household,41.9796,06/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532
DRF27,13.4260689,low fat,0.02827966,Cantouniv,Dairy,152.234,08/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.938
NCR18,13.3847365,low fat,0.020388413,Skidssops,Household,44.4112,24/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0016
FDS48,12.27710821,low fat,0.027644732,Fitimp,Baking Goods,149.4708,06/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.8868
FDO32,6.36,low fat,0.120731024,Cantouniv,Fruits and Vegetables,46.506,08/02/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484
NCP05,19.6,low fat,0.025429614,Muralcell,Health and Hygiene,151.7024,12/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2884.2456
FDF44,13.22476938,regular,0.059438787,Yamned,Fruits and Vegetables,130.9968,08/10/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816
FDX56,17.1,regular,0.074059474,Shycrc,Fruits and Vegetables,209.0638,13/02/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846
FDE46,12.98787955,low fat,0.015693328,Sanvim,Snack Foods,150.7366,23/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.8196
FDQ09,12.98787955,low fat,0.057850699,Arisemews,Snack Foods,113.2834,24/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692
NCB54,8.76,low fat,0.050011058,Lexlee,Health and Hygiene,126.7336,04/11/2017,OUT013,1987,High,Tier 3,Supermarket Type1,639.168
NCV18,6.775,low fat,0.105225964,Arisemews,Household,84.225,11/05/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55
NCG55,16.25,low fat,0.039207025,Forksjohn,Household,116.1176,16/02/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9048
FDV14,19.85,low fat,0.044489064,Fewcad,Dairy,89.4856,19/08/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
FDT31,19.75,low fat,0.012437935,Forksjohn,Fruits and Vegetables,189.9872,25/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744
DRD12,6.96,low fat,0.077350112,Fitimp,Soft Drinks,91.4146,27/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,638.5022
FDZ40,8.935,low fat,0.040346436,Loresgunk,Frozen Foods,53.7298,19/02/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278
DRI11,8.26,low fat,0.057585723,Chaoszulu,Hard Drinks,113.7834,04/02/2017,OUT010,1998,Small,Tier 3,Grocery Store,115.1834
FDP23,6.71,low fat,0.03565903,Floatchug,Breads,218.3166,18/02/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1959.4494
FDY02,8.945,regular,0.087629354,Laxnod,Dairy,263.491,06/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.937
FDM03,12.65,low fat,0.062283811,Borestabs,Meat,107.8938,19/06/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,750.3566
FDF35,15,low fat,0.154228739,Lindymali,Starchy Foods,107.3938,07/01/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.3566
DRM37,15.35,low fat,0.096943078,Dreamcoma,Soft Drinks,196.5768,30/01/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,7685.9952
NCV41,14.35,low fat,0.017065268,Cantouniv,Health and Hygiene,109.5228,25/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648
NCK53,13.14231395,low fat,0.05521598,Hadjiprom,Health and Hygiene,100.8042,22/05/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147
FDW23,5.765,low fat,0.082178616,Randymeri,Baking Goods,37.0164,16/01/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,540.6296
FDW12,8.315,regular,0.035542581,Coynow,Baking Goods,143.3444,27/07/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884
FDG44,6.13,low fat,0.102171627,Soughscop,Fruits and Vegetables,53.8298,06/11/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.6662
FDJ36,14.5,regular,0.128235818,Syriameal,Baking Goods,104.1332,26/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664
FDX55,15.1,low fat,0.0552059,Dampswiny,Fruits and Vegetables,219.4166,25/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.0648
DRG13,17.25,low fat,0.037337632,Coynow,Soft Drinks,163.7526,03/12/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.052
NCD06,13,low fat,0.099242622,Girthbrin,Household,46.306,21/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,699.09
FDW22,12.98787955,regular,0.030143704,Funvex,Snack Foods,222.0114,05/11/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192
FDD33,12.85,low fat,0.108412059,Reeksmisc,Fruits and Vegetables,233.2642,25/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3950.1914
FDG24,7.975,low fat,0.014628382,Chaoszulu,Baking Goods,82.325,13/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6
FDE05,10.895,regular,0.032454046,Quaext,Frozen Foods,144.8102,25/05/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142
FDZ12,9.17,low fat,0.102978817,Humorvane,Baking Goods,144.947,22/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41
FDX37,16.2,low fat,0.105498192,Hadjiprom,Canned,101.47,01/12/2017,OUT010,1998,Small,Tier 3,Grocery Store,399.48
FDE44,14.65,low fat,0.171355643,Coynow,Fruits and Vegetables,47.6692,24/07/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
FDS52,12.86706128,low fat,0.009585169,Coynow,Frozen Foods,102.5016,29/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,101.2016
FDO39,6.985,regular,0.137926458,Flufur,Meat,184.7608,24/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.7376
FDI32,17.7,low fat,0.068512943,Cantouniv,Fruits and Vegetables,115.0834,12/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2764.4016
FDV28,16.1,regular,0.065645239,Reeksmisc,Frozen Foods,35.1558,19/09/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,339.558
NCP53,14.75,low fat,0.033076388,Floatchug,Health and Hygiene,237.2906,26/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.9778
NCN43,12.15,low fat,0.006770252,Betuhs,Others,124.473,16/08/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73
NCI31,13.85328467,low fat,0.142393355,Volfig,Others,36.419,25/04/2018,OUT019,1985,Small,Tier 1,Grocery Store,109.857
FDK55,18.5,low fat,0.025813943,Cantouniv,Meat,89.1172,07/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,892.172
FDC17,12.15,low fat,0.015548178,Randymeri,Frozen Foods,211.2928,13/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,5049.4272
FDV28,16.1,regular,0.159698192,Eyecub,Frozen Foods,32.0558,12/06/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674
FDY26,20.6,regular,0.030634813,Vuggypelf,Dairy,212.9244,13/07/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928
NCU06,17.6,low fat,0.074522745,Micronard,Household,228.801,17/10/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.814
FDV16,12.86706128,regular,0.145200948,Ifsgun,Frozen Foods,35.4558,01/05/2017,OUT019,1985,Small,Tier 1,Grocery Store,135.8232
FDY31,5.98,low fat,0.043651198,Humorvane,Fruits and Vegetables,146.1418,16/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3089.9778
DRE37,13.5,low fat,0.094366079,Randymeri,Soft Drinks,190.9872,02/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.308
FDH33,12.85,low fat,0.121702394,Soughscop,Snack Foods,42.7428,14/11/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848
FDA46,13.6,low fat,0.117613212,Netpit,Snack Foods,194.2136,01/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.3768
FDP12,9.8,regular,0.045258247,Shycrc,Baking Goods,35.9874,13/08/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,282.2992
FDJ09,15,low fat,0.058485617,Reeksmisc,Snack Foods,44.7744,24/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.116
NCS54,13.3847365,low fat,0.00994477,Flufur,Household,177.837,01/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169
FDJ33,12.98787955,regular,0.087894475,Sanvim,Snack Foods,121.173,27/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.633
FDF32,16.35,low fat,0.113953562,Fewcad,Fruits and Vegetables,198.2426,17/02/2017,OUT010,1998,Small,Tier 3,Grocery Store,790.9704
FDN24,12.27710821,low fat,0.198316649,Vuggypelf,Baking Goods,54.3956,23/04/2018,OUT019,1985,Small,Tier 1,Grocery Store,272.978
FDX21,7.05,low fat,0.084949955,Arisemews,Snack Foods,109.7912,04/08/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.912
FDC57,20.1,regular,0.054549098,Piperfide,Fruits and Vegetables,193.782,18/09/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492
NCZ06,19.6,low fat,0.094545236,Ifsgun,Household,254.7698,29/06/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327.0658
FDY56,16.35,regular,0.062359467,Piperfide,Fruits and Vegetables,224.0062,17/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178
NCH07,13.15,low fat,0.092811105,Dampswiny,Household,159.7604,16/09/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.9704
FDS44,12.65,regular,0.156679617,Dreamcoma,Fruits and Vegetables,238.8538,15/07/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566.7222
FDY33,14.5,regular,0.09735225,Randymeri,Snack Foods,160.7262,09/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750.3882
FDZ48,17.75,low fat,0.076113671,Soughscop,Baking Goods,111.4544,12/11/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1006.6896
FDY48,14,low fat,0.023783007,Fitimp,Baking Goods,104.0332,19/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1435.4648
FDK16,12.86706128,low fat,0.114771298,Syriameal,Frozen Foods,93.9094,20/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.5854
FDT16,9.895,regular,0.048662357,Arisemews,Frozen Foods,261.7278,18/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,4685.9004
FDC26,10.195,low fat,0.211539389,Muralcell,Canned,110.9886,24/05/2017,OUT010,1998,Small,Tier 3,Grocery Store,111.1886
DRJ47,18.25,low fat,0.044430561,Piperfide,Hard Drinks,174.208,15/02/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.62
FDQ04,6.4,low fat,0.141860161,Dreamcoma,Frozen Foods,41.0796,23/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,41.2796
FDN40,5.88,low fat,0.065645239,Skidssops,Frozen Foods,154.2998,08/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1999.3974
FDS39,6.895,low fat,0.022441883,Coynow,Meat,143.8812,09/10/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2707.1428
FDC11,20.5,low fat,0.142370445,Piperfide,Starchy Foods,90.6172,02/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.4752
FDQ39,14.8,low fat,0.13564792,Bigshy,Meat,190.8846,30/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,191.0846
FDB33,17.75,low fat,0.014602837,Ifsgun,Fruits and Vegetables,158.6262,08/08/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3819.0288
FDU27,18.6,regular,0.28701714,Aportzeds,Meat,48.8376,26/04/2017,OUT010,1998,Small,Tier 3,Grocery Store,47.9376
FDM44,12.5,low fat,0.031112643,Lindymali,Fruits and Vegetables,104.999,21/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.786
FDT32,19,regular,0.065621523,Floatchug,Fruits and Vegetables,186.5214,26/12/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,5275.7992
DRC13,8.26,regular,0.032573725,Skidssops,Soft Drinks,125.073,15/12/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,985.384
NCO07,9.06,low fat,0.009776268,Humorvane,Others,213.756,25/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1065.28
FDJ16,9.195,low fat,0.115353642,Reeksmisc,Frozen Foods,58.9246,09/06/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
FDB22,12.98787955,low fat,0.110901004,Rantsknox,Snack Foods,155.0998,05/01/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964
NCS30,5.945,low fat,0.093214866,Egopin,Household,129.1652,27/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2841.6344
FDQ59,11.34693627,regular,0.066255098,Hahlee,Breads,84.5908,28/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688
FDI38,13.35,regular,0.014649641,Floatchug,Canned,207.3638,22/06/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797.7864
FDR52,12.65,regular,0.07603021,Piperfide,Frozen Foods,189.0846,22/10/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4012.7766
FDT15,12.15,regular,0.042855388,Soughscop,Meat,181.695,05/11/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2929.52
FDR52,12.86706128,regular,0.133144259,Forksjohn,Frozen Foods,190.8846,23/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,191.0846
FDS60,20.85,low fat,0.032580705,Forksjohn,Baking Goods,180.066,01/03/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157.192
FDK52,18.25,low fat,0.065645239,Humorvane,Frozen Foods,224.1062,07/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,4965.5364
FDA04,11.3,regular,0.066865326,Cspkit,Frozen Foods,260.1962,18/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2848.9582
NCQ53,17.6,low fat,0.018943666,Volfig,Health and Hygiene,237.359,07/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,6145.334
FDN28,5.88,regular,0.030371121,Berryhypo,Frozen Foods,101.799,06/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960.781
FDU12,12.27710821,regular,0.132630345,Micronard,Baking Goods,263.8568,30/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,790.9704
FDT03,21.25,low fat,0.01001904,Floatchug,Meat,184.6608,30/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,367.5216
FDY57,20.2,regular,0.121254236,Randymeri,Snack Foods,94.5752,12/02/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1821.6288
FDH56,9.8,regular,0.063764099,Yamned,Fruits and Vegetables,113.8492,17/03/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1737.738
DRM23,16.6,low fat,0.136286138,Yamned,Hard Drinks,171.4422,23/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.7486
FDZ07,13.22476938,regular,0.164391573,Airare,Fruits and Vegetables,62.8194,19/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,61.9194
FDK40,7.035,low fat,0.02189371,Chaoszulu,Frozen Foods,262.791,02/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3681.874
FDU04,7.93,low fat,0.065645239,Borestabs,Frozen Foods,121.8414,04/05/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2802.3522
DRL37,15.5,low fat,0.063972248,Humorvane,Soft Drinks,41.377,28/01/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,649.155
FDT26,13.4260689,regular,0.067624438,Randymeri,Dairy,120.944,11/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596
FDT24,12.35,regular,0.186236236,Berryhypo,Baking Goods,78.7328,27/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1390.1904
FDX57,12.98787955,regular,0.047037323,Laxnod,Snack Foods,96.4068,21/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2624.5836
FDA55,13.22476938,regular,0.099780431,Eyecub,Fruits and Vegetables,225.2088,21/06/2017,OUT019,1985,Small,Tier 1,Grocery Store,447.4176
NCN05,8.235,low fat,0.014488997,Arisemews,Health and Hygiene,183.795,29/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2929.52
FDR58,6.675,low fat,0.04200648,Leepad,Snack Foods,92.6462,25/06/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1665.8316
FDX47,6.55,regular,0.034575546,Netpit,Breads,156.5288,06/03/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288
NCH54,13.5,low fat,0.072965144,Skidssops,Household,160.692,04/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1917.504
NCH42,6.86,low fat,0.036530411,Airare,Household,227.801,09/10/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3904.917
FDH56,9.8,regular,0.063946629,Booelf,Fruits and Vegetables,116.6492,18/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2316.984
